Dates,Primary Type,Location Description,Arrest,Domestic,Ward,Counts,District,Primary Types
2015-09-14,OTHER OFFENSE,RESIDENCE,0,0,39.0,724,17,22
2015-09-18,NARCOTICS,VEHICLE NON-COMMERCIAL,1,0,27.0,698,25,17
2015-09-18,ASSAULT,SIDEWALK,0,0,8.0,698,4,1
2015-09-17,OFFENSE INVOLVING CHILDREN,APARTMENT,0,1,10.0,651,4,20
2015-09-18,NARCOTICS,STREET,1,0,24.0,698,10,17
2015-09-18,OTHER OFFENSE,STREET,1,0,24.0,698,11,22
2015-09-18,OTHER OFFENSE,SIDEWALK,1,0,24.0,698,10,22
2015-09-18,BURGLARY,APARTMENT,0,0,20.0,698,3,3
2015-09-18,BATTERY,SIDEWALK,0,0,12.0,698,9,2
2015-09-18,THEFT,RESIDENCE,0,0,18.0,698,8,29
2015-09-18,BATTERY,RESIDENCE,0,1,15.0,698,7,2
2015-09-17,PROSTITUTION,STREET,1,0,12.0,651,9,23
2015-09-17,PROSTITUTION,STREET,1,0,12.0,651,9,23
2015-09-18,BATTERY,SIDEWALK,1,1,3.0,698,2,2
2015-09-18,ROBBERY,ALLEY,0,0,10.0,698,4,26
2015-09-18,LIQUOR LAW VIOLATION,RESTAURANT,1,0,3.0,698,2,15
2015-09-18,CRIMINAL TRESPASS,STREET,1,0,24.0,698,10,8
2015-09-18,INTERFERENCE WITH PUBLIC OFFICER,STREET,1,0,7.0,698,4,12
2015-09-18,CRIMINAL DAMAGE,ALLEY,0,0,7.0,698,4,6
2015-09-18,NARCOTICS,SIDEWALK,1,0,29.0,698,15,17
2015-09-18,BURGLARY,APARTMENT,0,0,11.0,698,9,3
2015-09-18,CRIM SEXUAL ASSAULT,"SCHOOL, PRIVATE, BUILDING",0,0,23.0,698,8,5
2015-09-18,THEFT,DEPARTMENT STORE,1,0,13.0,698,8,29
2015-09-18,BATTERY,RESIDENCE,0,1,13.0,698,8,2
2015-09-17,BATTERY,RESIDENTIAL YARD (FRONT/BACK),0,0,21.0,651,22,2
2015-09-18,THEFT,STREET,0,0,20.0,698,2,29
2015-09-18,BURGLARY,APARTMENT,0,1,5.0,698,4,3
2015-09-18,BATTERY,STREET,0,0,24.0,698,10,2
2015-09-18,OTHER OFFENSE,APARTMENT,0,1,33.0,698,17,22
2015-09-18,THEFT,RESTAURANT,0,0,37.0,698,25,29
2015-09-16,MOTOR VEHICLE THEFT,STREET,0,0,43.0,704,18,16
2015-09-18,THEFT,STREET,0,0,32.0,698,14,29
2015-09-17,CRIMINAL DAMAGE,PARKING LOT/GARAGE(NON.RESID.),0,0,2.0,651,1,6
2015-09-18,BATTERY,TAVERN/LIQUOR STORE,1,0,26.0,698,14,2
2015-09-18,NARCOTICS,STREET,1,0,45.0,698,16,17
2015-09-18,THEFT,PARKING LOT/GARAGE(NON.RESID.),0,0,12.0,698,9,29
2015-09-18,OFFENSE INVOLVING CHILDREN,APARTMENT,0,1,8.0,698,6,20
2015-09-18,MOTOR VEHICLE THEFT,RESIDENCE-GARAGE,1,0,26.0,698,12,16
2015-09-18,BATTERY,RESIDENCE PORCH/HALLWAY,0,1,6.0,698,6,2
2015-09-18,NARCOTICS,STREET,1,0,27.0,698,11,17
2015-09-18,BATTERY,GROCERY FOOD STORE,0,0,4.0,698,2,2
2015-09-18,MOTOR VEHICLE THEFT,PARKING LOT/GARAGE(NON.RESID.),0,0,23.0,698,8,16
2015-09-18,CRIMINAL DAMAGE,SMALL RETAIL STORE,0,0,3.0,698,2,6
2015-09-13,DECEPTIVE PRACTICE,RESIDENCE,0,0,38.0,691,16,9
2015-09-18,NARCOTICS,VEHICLE NON-COMMERCIAL,1,0,7.0,698,4,17
2015-09-17,MOTOR VEHICLE THEFT,DRIVEWAY - RESIDENTIAL,0,0,34.0,651,5,16
2015-09-18,BATTERY,APARTMENT,0,1,24.0,698,10,2
2015-09-18,THEFT,SIDEWALK,0,0,32.0,698,18,29
2015-09-18,ROBBERY,SIDEWALK,0,0,4.0,698,2,26
2015-09-18,MOTOR VEHICLE THEFT,STREET,0,0,37.0,698,15,16
2015-09-18,NARCOTICS,SIDEWALK,1,0,20.0,698,9,17
2015-09-18,DECEPTIVE PRACTICE,RESIDENCE,0,0,23.0,698,8,9
2015-09-18,BATTERY,SIDEWALK,0,1,28.0,698,11,2
2015-09-18,OTHER OFFENSE,OTHER,1,0,5.0,698,2,22
2015-09-18,BURGLARY,RESIDENCE,0,0,38.0,698,16,3
2015-09-18,THEFT,RESIDENCE,0,1,24.0,698,11,29
2015-09-18,BATTERY,RESIDENCE,0,0,15.0,698,7,2
2015-09-18,CRIMINAL DAMAGE,STREET,0,0,24.0,698,11,6
2015-09-18,PROSTITUTION,STREET,1,0,28.0,698,11,23
2015-04-05,GAMBLING,SIDEWALK,1,0,28.0,3,11,10
2015-05-27,THEFT,STREET,0,0,36.0,35,25,29
2015-09-18,OTHER OFFENSE,STREET,1,0,16.0,698,9,22
2015-09-18,NARCOTICS,ABANDONED BUILDING,1,0,24.0,698,11,17
2015-09-18,NARCOTICS,STREET,1,0,34.0,698,5,17
2015-09-18,PUBLIC PEACE VIOLATION,GAS STATION,1,0,37.0,698,15,25
2015-09-18,BURGLARY,RESIDENCE,0,0,18.0,698,8,3
2015-09-18,BATTERY,APARTMENT,0,0,6.0,698,6,2
2015-09-18,THEFT,DRUG STORE,0,0,3.0,698,2,29
2015-09-18,CRIMINAL DAMAGE,RESIDENCE,0,0,29.0,698,25,6
2015-09-18,CRIMINAL DAMAGE,PARKING LOT/GARAGE(NON.RESID.),0,0,7.0,698,3,6
2015-09-18,OTHER OFFENSE,RESIDENCE,0,0,9.0,698,5,22
2015-09-15,DECEPTIVE PRACTICE,BANK,0,0,23.0,710,8,9
2015-09-18,HUMAN TRAFFICKING,OTHER,0,0,25.0,698,12,11
2015-09-18,OTHER OFFENSE,SIDEWALK,1,0,29.0,698,25,22
2015-09-18,THEFT,GAS STATION,0,0,27.0,698,12,29
2015-09-19,CRIMINAL TRESPASS,CONVENIENCE STORE,1,0,37.0,732,25,8
2015-09-19,BATTERY,STREET,0,1,24.0,732,10,2
2015-09-18,BURGLARY,RESIDENCE,0,0,7.0,698,4,3
2015-09-18,BATTERY,APARTMENT,0,0,7.0,698,4,2
2015-09-18,CRIMINAL DAMAGE,APARTMENT,0,0,7.0,698,4,6
2015-09-19,CRIMINAL DAMAGE,STREET,0,0,7.0,732,4,6
2015-09-18,ROBBERY,SIDEWALK,0,0,35.0,698,14,26
2015-09-19,NARCOTICS,STREET,1,0,14.0,732,9,17
2015-09-19,CRIMINAL TRESPASS,RESIDENTIAL YARD (FRONT/BACK),1,0,15.0,732,7,8
2015-09-18,THEFT,PARKING LOT/GARAGE(NON.RESID.),0,0,2.0,698,1,29
2015-09-18,BATTERY,CTA PLATFORM,1,0,42.0,698,1,2
2015-09-19,ASSAULT,RESIDENTIAL YARD (FRONT/BACK),1,1,2.0,732,11,1
2015-09-18,THEFT,RESIDENCE,0,0,46.0,698,19,29
2015-09-18,BURGLARY,APARTMENT,0,0,24.0,698,11,3
2015-09-19,CRIMINAL TRESPASS,OTHER,1,0,32.0,732,19,8
2015-09-19,ASSAULT,APARTMENT,0,0,28.0,732,15,1
2015-09-18,NARCOTICS,STREET,1,0,6.0,698,6,17
2015-09-18,ROBBERY,STREET,0,0,29.0,698,15,26
2015-09-19,THEFT,BAR OR TAVERN,1,0,43.0,732,18,29
2015-09-19,THEFT,RESIDENCE,0,0,3.0,732,7,29
2015-09-18,THEFT,HOTEL/MOTEL,0,1,8.0,698,4,29
2015-09-18,BATTERY,APARTMENT,0,1,47.0,698,19,2
2015-09-18,MOTOR VEHICLE THEFT,STREET,0,0,8.0,698,4,16
2015-09-18,BURGLARY,CHA APARTMENT,0,0,9.0,698,5,3
2015-09-19,INTERFERENCE WITH PUBLIC OFFICER,ATM (AUTOMATIC TELLER MACHINE),1,0,5.0,732,3,12
2015-09-19,BATTERY,SIDEWALK,1,0,42.0,732,18,2
2015-09-19,BATTERY,SIDEWALK,0,0,27.0,732,12,2
2015-09-19,BATTERY,RESIDENTIAL YARD (FRONT/BACK),1,1,24.0,732,10,2
2015-09-18,CRIMINAL DAMAGE,STREET,0,0,22.0,698,10,6
2015-09-19,BATTERY,RESIDENCE,0,1,19.0,732,22,2
2015-09-18,ASSAULT,APARTMENT,1,0,30.0,698,17,1
2015-09-18,BATTERY,RESIDENCE,0,1,3.0,698,2,2
2015-09-19,BATTERY,NURSING HOME/RETIREMENT HOME,0,1,8.0,732,4,2
2015-09-18,CRIM SEXUAL ASSAULT,RESIDENCE,0,0,5.0,698,3,5
2015-09-19,LIQUOR LAW VIOLATION,RESIDENCE,1,0,18.0,732,8,15
2015-09-18,BURGLARY,APARTMENT,0,0,25.0,698,9,3
2015-09-19,THEFT,APARTMENT,1,0,20.0,732,7,29
2015-09-18,CRIMINAL DAMAGE,APARTMENT,0,0,4.0,698,2,6
2015-09-18,DECEPTIVE PRACTICE,RESIDENCE,0,0,7.0,698,4,9
2015-09-18,THEFT,STREET,0,0,43.0,698,18,29
2015-09-19,NARCOTICS,STREET,1,0,17.0,732,7,17
2015-09-18,THEFT,STREET,0,0,1.0,698,14,29
2015-09-18,ROBBERY,STREET,0,0,11.0,698,9,26
2015-09-16,THEFT,PARKING LOT/GARAGE(NON.RESID.),0,0,11.0,704,9,29
2015-09-19,BATTERY,SIDEWALK,0,0,17.0,732,7,2
2015-09-18,NARCOTICS,STREET,1,0,35.0,698,14,17
2015-09-19,NARCOTICS,STREET,1,0,24.0,732,10,17
2015-09-19,CRIMINAL DAMAGE,STREET,0,1,28.0,732,11,6
2015-09-18,CRIMINAL DAMAGE,APARTMENT,0,1,28.0,698,11,6
2015-09-19,BATTERY,SIDEWALK,1,0,39.0,732,17,2
2015-09-18,THEFT,SIDEWALK,0,1,17.0,698,7,29
2015-09-19,BATTERY,APARTMENT,0,1,16.0,732,7,2
2015-09-19,BATTERY,SIDEWALK,0,0,17.0,732,7,2
2015-09-19,ASSAULT,SIDEWALK,1,1,29.0,732,15,1
2015-09-19,NARCOTICS,SIDEWALK,1,0,42.0,732,18,17
2015-09-19,BATTERY,APARTMENT,1,0,20.0,732,3,2
2015-09-19,CRIMINAL TRESPASS,SPORTS ARENA/STADIUM,1,0,2.0,732,1,8
2015-09-19,MOTOR VEHICLE THEFT,STREET,0,0,28.0,732,11,16
2015-09-19,BATTERY,APARTMENT,0,0,28.0,732,11,2
2015-09-19,THEFT,GROCERY FOOD STORE,1,0,2.0,732,1,29
2015-09-19,MOTOR VEHICLE THEFT,STREET,1,0,28.0,732,11,16
2015-09-19,ASSAULT,SIDEWALK,1,0,22.0,732,10,1
2015-09-18,BATTERY,RESIDENCE,0,1,34.0,698,5,2
2015-09-19,DECEPTIVE PRACTICE,ATM (AUTOMATIC TELLER MACHINE),0,0,44.0,732,19,9
2015-09-19,CRIMINAL DAMAGE,RESIDENCE,0,1,38.0,732,16,6
2015-09-19,THEFT,SIDEWALK,0,0,44.0,732,19,29
2015-09-18,BURGLARY,APARTMENT,0,0,28.0,698,11,3
2015-09-19,BATTERY,RESIDENCE,0,1,34.0,732,22,2
2015-09-19,BATTERY,STREET,0,0,19.0,732,22,2
2015-09-18,BATTERY,SIDEWALK,0,0,44.0,698,19,2
2015-09-18,CRIMINAL DAMAGE,APARTMENT,0,1,17.0,698,6,6
2015-09-19,CRIMINAL TRESPASS,APARTMENT,1,1,46.0,732,19,8
2015-09-19,BATTERY,RESTAURANT,0,0,44.0,732,19,2
2015-09-19,THEFT,SIDEWALK,0,0,43.0,732,18,29
2015-09-18,BATTERY,GAS STATION,0,0,17.0,698,7,2
2015-09-19,BATTERY,RESIDENCE,0,1,6.0,732,6,2
2015-09-19,BATTERY,RESIDENCE,1,1,16.0,732,7,2
2015-09-18,THEFT,APARTMENT,0,1,8.0,698,6,29
2015-09-18,CRIMINAL DAMAGE,STREET,0,0,2.0,698,12,6
2015-09-14,ASSAULT,RESIDENCE,0,1,6.0,724,6,1
2015-09-19,CRIMINAL DAMAGE,STREET,0,0,2.0,732,12,6
2015-09-19,THEFT,BAR OR TAVERN,0,0,43.0,732,18,29
2015-09-18,THEFT,PARKING LOT/GARAGE(NON.RESID.),0,0,20.0,698,3,29
2015-09-19,CRIMINAL DAMAGE,SMALL RETAIL STORE,0,0,47.0,732,20,6
2015-09-19,BATTERY,APARTMENT,1,1,5.0,732,3,2
2015-09-19,BATTERY,STREET,0,0,20.0,732,3,2
2015-09-19,BATTERY,SIDEWALK,0,0,24.0,732,15,2
2015-09-19,BATTERY,STREET,0,0,26.0,732,12,2
2015-09-19,ASSAULT,STREET,0,0,25.0,732,12,1
2015-09-18,DECEPTIVE PRACTICE,RESIDENCE,0,0,18.0,698,8,9
2015-09-13,OFFENSE INVOLVING CHILDREN,RESIDENCE,0,0,50.0,691,24,20
2015-09-19,THEFT,STREET,0,0,1.0,732,14,29
2015-09-18,CRIMINAL DAMAGE,SMALL RETAIL STORE,0,0,35.0,698,14,6
2015-09-17,ROBBERY,SIDEWALK,0,0,26.0,651,14,26
2015-09-19,ROBBERY,STREET,0,0,10.0,732,4,26
2015-09-15,THEFT,STREET,0,0,1.0,710,14,29
2015-09-14,CRIM SEXUAL ASSAULT,APARTMENT,0,0,12.0,724,9,5
2015-09-19,OTHER OFFENSE,ALLEY,1,0,35.0,732,25,22
2015-09-18,THEFT,VEHICLE NON-COMMERCIAL,0,0,32.0,698,14,29
2015-09-19,BATTERY,VEHICLE NON-COMMERCIAL,0,1,28.0,732,15,2
2015-09-18,THEFT,SIDEWALK,0,0,42.0,698,18,29
2015-09-18,CRIMINAL DAMAGE,APARTMENT,0,1,24.0,698,11,6
2015-09-19,THEFT,SIDEWALK,0,0,43.0,732,18,29
2015-09-19,WEAPONS VIOLATION,STREET,1,0,10.0,732,4,30
2015-09-19,BATTERY,APARTMENT,0,1,15.0,732,8,2
2015-09-19,THEFT,VEHICLE NON-COMMERCIAL,0,0,1.0,732,14,29
2015-09-19,BATTERY,STREET,0,0,6.0,732,3,2
2015-09-19,ROBBERY,GAS STATION,1,0,40.0,732,24,26
2015-09-16,BATTERY,APARTMENT,0,1,18.0,704,6,2
2015-06-15,THEFT,STREET,0,0,16.0,9,9,29
2015-09-19,BATTERY,PARKING LOT/GARAGE(NON.RESID.),0,0,6.0,732,7,2
2015-09-19,OTHER OFFENSE,STREET,0,0,6.0,732,6,22
2015-09-19,NARCOTICS,STREET,1,0,19.0,732,22,17
2015-09-19,BATTERY,APARTMENT,1,1,24.0,732,11,2
2015-09-18,BATTERY,RESIDENCE,0,1,28.0,698,11,2
2015-09-19,BATTERY,RESIDENCE,0,1,28.0,732,10,2
2015-09-19,BATTERY,STREET,0,0,5.0,732,3,2
2015-09-19,BATTERY,STREET,0,0,25.0,732,12,2
2015-09-18,BATTERY,STREET,0,1,8.0,698,4,2
2015-09-18,MOTOR VEHICLE THEFT,STREET,0,0,28.0,698,15,16
2015-09-18,MOTOR VEHICLE THEFT,STREET,0,0,27.0,698,11,16
2015-09-19,CRIMINAL TRESPASS,RESIDENTIAL YARD (FRONT/BACK),1,0,31.0,732,25,8
2015-09-17,BURGLARY,APARTMENT,0,0,31.0,651,25,3
2015-09-18,DECEPTIVE PRACTICE,DEPARTMENT STORE,0,0,42.0,698,1,9
2015-09-18,CRIMINAL DAMAGE,RESIDENCE,0,0,37.0,698,25,6
2015-09-19,CRIMINAL DAMAGE,DEPARTMENT STORE,0,0,42.0,732,1,6
2015-09-15,THEFT,STREET,0,0,45.0,710,16,29
2015-09-18,MOTOR VEHICLE THEFT,STREET,0,0,34.0,698,5,16
2015-09-18,BURGLARY,RESIDENCE-GARAGE,0,0,1.0,698,14,3
2015-09-19,THEFT,RESIDENCE,0,1,23.0,732,8,29
2015-09-19,CRIMINAL DAMAGE,STREET,0,0,4.0,732,2,6
2015-09-18,THEFT,VEHICLE NON-COMMERCIAL,0,0,16.0,698,7,29
2015-09-18,BATTERY,CTA BUS,0,0,21.0,698,6,2
2015-09-18,BATTERY,RESIDENCE,0,0,9.0,698,5,2
2015-05-08,DECEPTIVE PRACTICE,RESIDENCE,0,0,30.0,1,17,9
2015-09-18,ASSAULT,SIDEWALK,0,1,9.0,698,5,1
2015-09-18,CRIMINAL DAMAGE,RESIDENCE,0,0,34.0,698,5,6
2015-09-16,MOTOR VEHICLE THEFT,RESIDENCE,0,0,8.0,704,5,16
2015-09-16,MOTOR VEHICLE THEFT,PARKING LOT/GARAGE(NON.RESID.),0,0,8.0,704,5,16
2015-09-18,BATTERY,STREET,0,1,9.0,698,5,2
2015-09-18,ASSAULT,STREET,0,0,31.0,698,25,1
2015-09-19,DECEPTIVE PRACTICE,GAS STATION,0,0,23.0,732,8,9
2015-09-17,THEFT,RESIDENTIAL YARD (FRONT/BACK),0,0,34.0,651,5,29
2015-09-04,DECEPTIVE PRACTICE,HOTEL/MOTEL,0,0,42.0,179,18,9
2015-09-12,MOTOR VEHICLE THEFT,STREET,0,0,27.0,677,12,16
2015-09-19,BURGLARY,RESTAURANT,0,0,25.0,732,12,3
2015-09-19,BATTERY,BAR OR TAVERN,1,0,1.0,732,12,2
2015-09-12,THEFT,AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA,0,0,41.0,677,16,29
2015-09-19,NON - CRIMINAL,POLICE FACILITY/VEH PARKING LOT,1,0,45.0,732,16,18
2015-09-12,BATTERY,AIRPORT/AIRCRAFT,0,0,41.0,677,16,2
2015-09-15,BATTERY,SIDEWALK,0,0,2.0,710,12,2
2015-09-12,BATTERY,STREET,0,0,1.0,677,14,2
2015-09-18,CRIMINAL DAMAGE,MEDICAL/DENTAL OFFICE,0,0,31.0,698,25,6
2015-09-15,THEFT,OTHER,0,0,10.0,710,4,29
2015-09-19,THEFT,GROCERY FOOD STORE,1,0,19.0,732,22,29
2015-09-05,DECEPTIVE PRACTICE,RESIDENCE,0,0,19.0,498,22,9
2015-09-18,CRIMINAL DAMAGE,RESIDENCE,0,0,47.0,698,19,6
2015-09-18,BATTERY,RESIDENCE,0,1,28.0,698,10,2
2015-09-18,THEFT,APARTMENT,0,0,42.0,698,18,29
2015-04-24,MOTOR VEHICLE THEFT,PARKING LOT/GARAGE(NON.RESID.),0,0,11.0,14,9,16
2015-09-19,WEAPONS VIOLATION,STREET,1,0,26.0,732,14,30
2015-09-12,OTHER OFFENSE,RESIDENCE,0,0,13.0,677,8,22
2015-09-19,MOTOR VEHICLE THEFT,STREET,0,0,11.0,732,9,16
2015-09-18,MOTOR VEHICLE THEFT,STREET,0,0,22.0,698,10,16
2015-09-18,CRIMINAL DAMAGE,STREET,0,0,8.0,698,4,6
2015-09-19,BURGLARY,RESIDENCE-GARAGE,0,0,20.0,732,9,3
2015-09-18,THEFT,STREET,0,0,25.0,698,10,29
2015-09-16,CRIMINAL TRESPASS,RESIDENCE-GARAGE,0,0,19.0,704,22,8
2015-09-19,BATTERY,APARTMENT,0,1,20.0,732,9,2
2015-09-18,MOTOR VEHICLE THEFT,STREET,0,0,28.0,698,15,16
2015-09-19,BATTERY,CHA APARTMENT,0,1,3.0,732,9,2
2015-09-15,CRIMINAL DAMAGE,STREET,0,0,22.0,710,10,6
2015-09-17,BATTERY,STREET,0,1,6.0,651,7,2
2015-09-18,BATTERY,APARTMENT,0,0,17.0,698,7,2
2015-09-19,ROBBERY,SIDEWALK,0,0,3.0,732,2,26
2015-09-15,THEFT,STREET,0,0,1.0,710,14,29
2015-09-17,BATTERY,STREET,0,1,17.0,651,7,2
2015-09-12,THEFT,APARTMENT,0,0,20.0,677,3,29
2015-09-18,OTHER OFFENSE,APARTMENT,0,1,7.0,698,4,22
2015-09-19,CRIMINAL DAMAGE,RESIDENCE,0,0,43.0,732,18,6
2015-09-12,DECEPTIVE PRACTICE,OTHER,0,0,1.0,677,14,9
2015-09-17,THEFT,RESTAURANT,0,0,42.0,651,18,29
2015-09-18,MOTOR VEHICLE THEFT,HOSPITAL BUILDING/GROUNDS,0,0,46.0,698,19,16
2015-09-18,BATTERY,APARTMENT,0,1,2.0,698,11,2
2015-09-18,CRIMINAL DAMAGE,STREET,0,0,1.0,698,14,6
2015-09-18,CRIMINAL DAMAGE,ALLEY,0,0,20.0,698,3,6
2015-09-19,BATTERY,APARTMENT,0,0,8.0,732,4,2
2015-09-19,THEFT,STREET,0,0,32.0,732,18,29
2015-09-18,THEFT,STREET,0,0,27.0,698,12,29
2015-09-18,CRIMINAL DAMAGE,RESIDENCE-GARAGE,0,0,39.0,698,17,6
2015-09-18,THEFT,VEHICLE NON-COMMERCIAL,0,0,29.0,698,25,29
2015-09-19,BATTERY,ANIMAL HOSPITAL,0,1,7.0,732,4,2
2015-09-19,THEFT,STREET,0,0,13.0,732,8,29
2015-09-19,BATTERY,RESIDENCE,0,0,7.0,732,4,2
2015-09-19,DECEPTIVE PRACTICE,ATM (AUTOMATIC TELLER MACHINE),0,0,2.0,732,1,9
2015-09-18,DECEPTIVE PRACTICE,RESIDENCE,0,0,20.0,698,2,9
2015-09-16,DECEPTIVE PRACTICE,RESIDENCE,0,0,42.0,704,18,9
2015-09-19,OTHER OFFENSE,VEHICLE NON-COMMERCIAL,0,0,15.0,732,8,22
2015-09-19,THEFT,STREET,0,0,14.0,732,9,29
2015-09-19,THEFT,DEPARTMENT STORE,1,0,42.0,732,1,29
2015-09-18,CRIMINAL DAMAGE,RESIDENCE,0,0,15.0,698,8,6
2015-09-05,BATTERY,RESIDENCE,0,1,8.0,498,6,2
2015-09-19,WEAPONS VIOLATION,STREET,0,0,33.0,732,17,30
2015-09-07,BATTERY,PARK PROPERTY,0,0,3.0,765,2,2
2015-09-16,THEFT,VEHICLE NON-COMMERCIAL,0,0,38.0,704,17,29
2015-09-18,THEFT,RESIDENCE,0,0,24.0,698,11,29
2015-09-18,CRIMINAL DAMAGE,RESIDENCE,1,0,24.0,698,11,6
2015-09-19,BATTERY,RESIDENCE,1,0,28.0,732,11,2
2015-09-18,THEFT,STREET,0,0,28.0,698,15,29
2015-09-19,BURGLARY,SMALL RETAIL STORE,0,0,20.0,732,3,3
2015-09-19,OTHER OFFENSE,RESIDENCE,0,0,21.0,732,22,22
2015-09-19,CRIMINAL DAMAGE,GAS STATION,0,0,5.0,732,3,6
2015-09-13,BURGLARY,SMALL RETAIL STORE,0,0,20.0,691,3,3
2015-09-18,BURGLARY,SIDEWALK,0,0,20.0,698,2,3
2015-09-04,BATTERY,SIDEWALK,0,0,27.0,179,12,2
2015-09-19,BATTERY,APARTMENT,0,1,26.0,732,14,2
2015-09-19,CRIMINAL DAMAGE,RESIDENCE,0,0,1.0,732,14,6
2015-09-19,OTHER OFFENSE,APARTMENT,0,1,14.0,732,8,22
2015-09-18,THEFT,STREET,0,0,32.0,698,14,29
2015-09-19,BATTERY,APARTMENT,1,1,18.0,732,8,2
2015-09-19,BATTERY,SIDEWALK,1,0,42.0,732,1,2
2015-09-19,OTHER OFFENSE,STREET,0,0,22.0,732,10,22
2015-09-19,MOTOR VEHICLE THEFT,RESIDENCE,0,0,29.0,732,25,16
2015-09-18,CRIMINAL DAMAGE,STREET,0,0,20.0,698,3,6
2015-07-25,ASSAULT,RESIDENCE,0,1,13.0,5,8,1
2015-09-18,CRIMINAL DAMAGE,RESIDENCE-GARAGE,0,0,30.0,698,25,6
2015-09-19,BURGLARY,CONVENIENCE STORE,0,0,30.0,732,25,3
2015-09-16,DECEPTIVE PRACTICE,SMALL RETAIL STORE,1,0,17.0,704,31,9
2015-09-18,BURGLARY,RESTAURANT,0,0,15.0,698,8,3
2015-09-18,MOTOR VEHICLE THEFT,STREET,0,0,38.0,698,16,16
2015-09-18,DECEPTIVE PRACTICE,RESIDENCE,0,0,41.0,698,16,9
2015-09-14,DECEPTIVE PRACTICE,RESIDENCE,0,0,41.0,724,16,9
2015-09-15,BURGLARY,RESIDENCE-GARAGE,0,0,36.0,710,16,3
2015-09-19,BATTERY,RESIDENCE,0,1,13.0,732,8,2
2015-05-27,OTHER OFFENSE,VACANT LOT/LAND,0,0,27.0,35,11,22
2015-09-19,BATTERY,SMALL RETAIL STORE,0,0,24.0,732,11,2
2015-09-19,NARCOTICS,SIDEWALK,1,0,34.0,732,22,17
2015-09-19,ASSAULT,ALLEY,0,0,12.0,732,10,1
2015-09-18,OTHER OFFENSE,OTHER,0,1,34.0,698,5,22
2015-09-11,DECEPTIVE PRACTICE,RESIDENCE,0,1,30.0,626,25,9
2015-09-18,CRIMINAL DAMAGE,PARKING LOT/GARAGE(NON.RESID.),0,0,42.0,698,1,6
2015-09-18,CRIMINAL DAMAGE,STREET,0,0,4.0,698,2,6
2015-02-11,DECEPTIVE PRACTICE,RESIDENCE,0,0,18.0,2,8,9
2015-09-19,ASSAULT,PARKING LOT/GARAGE(NON.RESID.),0,0,3.0,732,9,1
2015-09-19,NARCOTICS,ALLEY,1,0,24.0,732,11,17
2015-09-19,THEFT,STREET,0,0,1.0,732,12,29
2015-09-18,MOTOR VEHICLE THEFT,STREET,1,0,33.0,698,17,16
2015-09-19,CRIMINAL DAMAGE,STREET,0,0,30.0,732,17,6
2015-09-17,OTHER OFFENSE,RESIDENCE,0,0,16.0,651,9,22
2015-09-19,CRIMINAL DAMAGE,APARTMENT,0,1,8.0,732,6,6
2015-09-17,THEFT,RESIDENCE,0,0,9.0,651,5,29
2015-09-19,BATTERY,RESIDENCE,0,1,11.0,732,9,2
2015-09-17,BURGLARY,RESIDENCE,0,0,20.0,651,9,3
2015-09-18,CRIMINAL DAMAGE,STREET,0,0,20.0,698,7,6
2015-09-18,THEFT,WAREHOUSE,0,0,14.0,698,8,29
2015-09-17,OTHER OFFENSE,RESIDENCE,0,0,47.0,651,19,22
2015-09-19,BATTERY,CHA APARTMENT,1,1,2.0,732,12,2
2015-09-19,WEAPONS VIOLATION,APARTMENT,1,0,20.0,732,3,30
2015-09-18,BURGLARY,RESIDENCE-GARAGE,0,0,16.0,698,9,3
2015-09-19,CRIMINAL TRESPASS,RESIDENTIAL YARD (FRONT/BACK),1,0,15.0,732,8,8
2015-09-19,OTHER OFFENSE,STREET,1,0,15.0,732,7,22
2015-09-19,BATTERY,RESIDENCE,1,1,35.0,732,14,2
2015-09-18,CRIMINAL DAMAGE,APARTMENT,0,0,24.0,698,10,6
2015-09-19,NARCOTICS,APARTMENT,1,0,24.0,732,11,17
2015-09-14,CRIMINAL TRESPASS,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,1,0,41.0,724,16,8
2015-09-03,OTHER OFFENSE,APARTMENT,0,0,16.0,104,8,22
2015-09-19,BURGLARY,RESIDENCE-GARAGE,0,0,15.0,732,8,3
2015-09-18,THEFT,RESIDENCE,0,0,10.0,698,4,29
2015-09-19,BATTERY,SIDEWALK,0,1,27.0,732,12,2
2015-09-19,NARCOTICS,APARTMENT,1,0,20.0,732,3,17
2015-08-04,DECEPTIVE PRACTICE,RESIDENCE,0,0,29.0,8,25,9
2015-09-11,THEFT,OTHER,0,0,32.0,626,14,29
2015-09-18,CRIMINAL DAMAGE,APARTMENT,0,0,44.0,698,19,6
2015-07-31,THEFT,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,0,0,23.0,5,8,29
2015-09-10,THEFT,SIDEWALK,0,0,42.0,613,1,29
2015-09-18,CRIMINAL DAMAGE,VEHICLE NON-COMMERCIAL,0,0,36.0,698,16,6
2015-09-18,THEFT,STREET,0,0,1.0,698,14,29
2015-09-19,CRIMINAL DAMAGE,RESIDENCE,0,0,27.0,732,11,6
2015-09-13,ASSAULT,SIDEWALK,0,0,25.0,691,12,1
2015-09-18,CRIMINAL DAMAGE,STREET,0,0,4.0,698,2,6
2015-09-17,THEFT,STREET,0,0,32.0,651,14,29
